,text,mood,selected_text,sentiment
10198,i feel annoyed at the fact that i m three weeks out of chemotherapy and i m getting annoying pinching niggles in my back,anger,feel annoyed fact three week chemotherapy getting annoying pinching niggles back,1
10199,i feel dirty rel bookmark i feel dirty i feel gross poaching vicarious threads from agtalk but i can t resist,sadness,feel dirty rel bookmark feel dirty feel gross poaching vicarious thread agtalk resist,1
10200,i feel thankful for everything in my life every day,joy,feel thankful everything life every day,0
10201,i am feeling like a generous and kind krem ill even show ye how tget the album,joy,feeling like generous kind krem ill even show ye tget album,0
10202,i get the feeling he has naughty intentions,love,get feeling naughty intention,0
10203,i can then sit seeing a random picture of colored christmas lights and feel my heart hurt from missing him so much,sadness,sit seeing random picture colored christmas light feel heart hurt missing much,1
10204,i do know what it feels like when no one seems to be supporting your vision and just admiring it from the outside when you not only invest your time but your personal money that should be feeding your family and still not seeing anything,love,know feel like one seems supporting vision admiring outside invest time personal money feeding family still seeing anything,0
10205,i did not feel faster or stronger in that way but i did feel more energetic,joy,feel faster stronger way feel energetic,0
10206,i feel like i ve welcomed freedom into my life over the past several years,joy,feel like welcomed freedom life past several year,0
10207,i would like to say that i feel very blessed dan does not live on this continent although this does create some other unique international messes,joy,would like say feel blessed dan live continent although create unique international mess,0
10208,i am feeling particularly joyful today and though todays blog entry doesnt necessarily align with my particular emotional state it is a subject that has rightfully found a place of conversation in the public eye,joy,feeling particularly joyful today though today blog entry doesnt necessarily align particular emotional state subject rightfully found place conversation public eye,0
10209,i feel sorry for albums like the nd law and living things which have four or five fantastic albums to compete against,sadness,feel sorry album like nd law living thing four five fantastic album compete,1
10210,i am feeling discouraged,sadness,feeling discouraged,1
10211,i am this thing i have these feelings and i m not afraid to express them and to stand up for what i believe in,fear,thing feeling afraid express stand believe,1
10212,i didnt feel gloomy,sadness,didnt feel gloomy,1
10213,i think of these folks when i am feeling miserable for having to acknowledge i must actually do something to make the world a better place,sadness,think folk feeling miserable acknowledge must actually something make world better place,1
10214,i try to pick a song title or lyric that semi fits the situation am i posting about but today i wasnt feeling all that clever,joy,try pick song title lyric semi fit situation posting today wasnt feeling clever,0
10215,i am so sorry you are feeling so sad,sadness,sorry feeling sad,1
10216,i wear this it is one of those rare occasions while pregnant that i feel cute,joy,wear one rare occasion pregnant feel cute,0
10217,i miss him and for me the fact that i have that feeling of longing to be with him again is actually a blessing,love,miss fact feeling longing actually blessing,0
10218,i really do miss the feeling of loving someone deeply and having that someone to love you back,love,really miss feeling loving someone deeply someone love back,0
10219,i started to answer no i just was feeling kinda horny sis,love,started answer feeling kinda horny si,0
10220,i have of myself right now is that i feel pretty much like myself,joy,right feel pretty much like,0
10221,i could better understand and feel the desires of his most sweet heart,love,could better understand feel desire sweet heart,0
